Dataset,DimReduction,PredictionMethod,AUCROC,AP,Recall,Precision,F1
naiveB_1900_memoryB_1140,LinearSCVI_10,Logistic,0.9759686057248383,0.9530395122222278,0.9728070175438597,0.971954425942156,0.9723805348531347
naiveB_1900_memoryB_1140,LinearSCVI_10,SVM,0.9759801477377653,0.9525880368594369,0.974561403508772,0.9728546409807356,0.9737072743207712
naiveB_1900_memoryB_1140,LinearSCVI_25,Logistic,0.9772839335180056,0.9569735947620399,0.9728070175438597,0.9728070175438597,0.9728070175438597
naiveB_1900_memoryB_1140,LinearSCVI_25,SVM,0.97759810710988,0.9566325149460151,0.9754385964912281,0.969485614646905,0.9724529951902056
naiveB_1900_memoryB_1140,LinearSCVI_50,Logistic,0.977219298245614,0.9574518645967568,0.9666666666666667,0.9666666666666667,0.9666666666666667
naiveB_1900_memoryB_1140,LinearSCVI_50,SVM,0.9765526315789473,0.9549869969317298,0.9701754385964912,0.9676290463692039,0.9689005694261937
naiveB_1900_memoryB_1140,PCA,Logistic,0.9770046168051709,0.9558264961933718,0.9701754385964912,0.9650959860383944,0.9676290463692039
naiveB_1900_memoryB_1140,PCA,Mixscape,0.9656278855032319,0.9387518405141694,1.0,0.75,0.8571428571428571
naiveB_1900_memoryB_1140,PCA,SVM,0.9773778855032318,0.9543787500261173,0.9692982456140351,0.9684487291849255,0.9688733011836914
naiveB_1900_memoryB_1140,SCVI_10,Logistic,0.9698924284395197,0.9419514344126584,0.9631578947368421,0.9665492957746479,0.9648506151142354
naiveB_1900_memoryB_1140,SCVI_10,SVM,0.9694912280701754,0.9406689271542207,0.9640350877192982,0.9648814749780509,0.9644580956559894
naiveB_1900_memoryB_1140,SCVI_25,Logistic,0.9696675900277009,0.9399920430170716,0.9596491228070175,0.9630281690140845,0.961335676625659
naiveB_1900_memoryB_1140,SCVI_25,SVM,0.969426592797784,0.9378388738564266,0.9614035087719298,0.9647887323943662,0.9630931458699472
naiveB_1900_memoryB_1140,SCVI_50,Logistic,0.9729081255771006,0.948912822706777,0.962280701754386,0.9648197009674582,0.96354852876592
naiveB_1900_memoryB_1140,SCVI_50,SVM,0.9718474145891042,0.9456658827263633,0.9649122807017544,0.9615384615384616,0.9632224168126094
