,p_hat
0,0.5207590340171753
1,0.4284477954804297
2,0.3147557541521722
3,0.3967121484057377
4,0.4940420504229922
5,0.45624691208206625
6,0.7720109755369399
7,0.5431677870225726
8,0.41987528458476847
9,0.620077363180349
10,0.5831561973106723
11,0.3340405972669388
12,0.4935899258508385
13,0.5182693921079992
14,0.42477831336988103
15,0.5730411464361015
16,0.5512427520838502
17,0.3564618339612777
18,0.4622820152303068
19,0.4493112968071366
20,0.4440802532990142
21,0.6131148014210707
22,0.47706536424056
23,0.36144688664835045
24,0.4836461850971855
25,0.2951622171949378
26,0.574823793510729
27,0.4817098663761557
28,0.8434100040934449
29,0.4848122587213085
30,0.7095886675959553
31,0.5158425501301205
32,0.5382102424719789
33,0.865761876050578
34,0.5134746241484266
35,0.72476967402194
36,0.44031428096335
37,0.4747240630948137
38,0.4085461421194263
39,0.4471188634122496
40,0.45807751273146025
41,0.4337328897377727
42,0.4435560801666398
43,0.5185646725490209
44,0.6403978604216934
45,0.5844594313667157
46,0.4468553220584933
47,0.4372119213001633
48,0.30934543939612685
49,0.3817836860547998
50,0.41964114419958504
51,0.5501935730250369
52,0.5113115740668187
53,0.39368316689584665
54,0.40865925060337904
55,0.41123347275317257
56,0.4109790530552662
57,0.6358325967701951
58,0.6893017385092964
59,0.4903389396166293
60,0.5460745642523567
61,0.7066291401706588
62,0.3909916088808362
63,0.5882594261510135
64,0.3357652709321197
65,0.5578927402325281
66,0.41006577702760344
67,0.3985291230732459
68,0.4943369433748077
69,0.22065019342260409
70,0.4395275136396157
71,0.57973825534036
72,0.47019263202188327
73,0.4326926605356408
74,0.4187792451872867
75,0.34708676033865854
76,0.46880054554930084
77,0.522831755408599
78,0.41908375031951317
79,0.3640250210686486
80,0.4522214615577617
81,0.5758424647945644
82,0.5938939666972252
83,0.37273199516511735
84,0.6961714549651867
85,0.5403306573709405
86,0.4911179403740609
87,0.3921714133919025
88,0.5707841602872363
89,0.4119339428842409
90,0.48232866633320953
91,0.3353675242191429
92,0.5084748576495007
93,0.20682043106309334
94,0.4726694636400391
95,0.5410065692955285
96,0.40469063936868427
97,0.3683487004906283
98,0.6881096596454649
99,0.47760817531313987
100,0.5953924923932468
101,0.38152831559979944
102,0.17654493705158142
103,0.5672055407091648
104,0.5593834297314846
105,0.5311814437143388
106,0.48761796381146294
107,0.4540386466581248
108,0.503910161488858
109,0.5547488287085403
110,0.5625426196254746
111,0.397335678922696
112,0.4380713961035419
113,0.6135502658265306
114,0.3770927457361019
115,0.7005627825841002
116,0.41857480550504594
117,0.8295840988985744
118,0.36991689170187103
119,0.3434861515908385
120,0.5163115949589985
121,0.5517536337134996
122,0.5783438500958895
123,0.4744879511384832
124,0.5188130041151036
125,0.6778319801105406
126,0.5338296893008185
127,0.6464411386290481
128,0.48471883749943984
129,0.37494722439980444
130,0.480944501654248
131,0.3510752817937054
132,0.4925788202511825
133,0.41010161161099407
134,0.5188050860202914
135,0.41013404516696517
136,0.4678751855878996
137,0.4335811723437069
138,0.5824041424065596
139,0.35977961957527144
140,0.46158560421463973
141,0.5013517332145204
142,0.4881604170059647
143,0.48354911824246855
144,0.4302426210204807
145,0.4108514651891778
146,0.38871626790150393
147,0.5480389348064428
148,0.6679902497272864
149,0.39075009393997334
150,0.28078047416299823
151,0.38729175482672734
152,0.45013038852785514
153,0.4583126222005939
154,0.5224354154752701
155,0.40425771339410915
156,0.5047027703550709
157,0.4712753479623946
158,0.510916634945013
159,0.48815602512474204
160,0.31340528658790684
161,0.6165288365234595
162,0.4643171760942308
163,0.643158699456576
164,0.4545304187162868
165,0.3826584501441838
166,0.4372722534757728
167,0.5040531478956943
168,0.28579071209226475
169,0.5306022023186526
170,0.32444616004504073
171,0.6434943934583907
172,0.3602118643177319
173,0.526095761200299
174,0.5238008713947733
175,0.5028240868430871
176,0.46217379619007065
177,0.38423666388827216
178,0.34313944443876054
179,0.41128018500949043
180,0.3904773692409637
181,0.46678717474825143
182,0.562039565244831
183,0.5196541498960112
184,0.40255896354451587
185,0.5439874423755996
186,0.37391263317526136
187,0.5015804525616879
188,0.48840636215799543
189,0.5667994237767566
190,0.5036338419445039
191,0.464667569113239
192,0.44490913996805576
193,0.5058000483950591
194,0.3363274992513839
195,0.4103982634505302
196,0.5261363451336803
197,0.3975903109938819
198,0.5300922688329591
199,0.4876485457687059
200,0.3892592072351451
201,0.49009015497625585
202,0.4773292789295305
203,0.5535296404147834
204,0.6846638543692198
205,0.5050294292383132
206,0.334633792696341
207,0.29304873093219963
208,0.4070847203621601
209,0.3179734013509265
210,0.5809696460327305
211,0.5416927643131927
212,0.5446466961653798
213,0.5616374786982782
214,0.4504513399118126
215,0.2724454351303156
216,0.4643532457252018
217,0.629063603777325
218,0.2871245991883065
219,0.4078664981856976
220,0.46493562317838244
221,0.455629855852978
222,0.7930060166814322
223,0.555604511726076
224,0.4631059915158514
225,0.33013035527135093
226,0.3716798351894838
227,0.29400556644916875
228,0.5964955837451701
229,0.5142407960826114
230,0.502066863471422
231,0.35966215909259297
232,0.3671155937209365
233,0.42413897188477845
234,0.4151222470254539
235,0.5689490899976664
236,0.3827589530339727
237,0.46242916180975174
238,0.5254277649894538
239,0.46085421805134336
240,0.5213997681177895
241,0.4191761810840671
242,0.5338623010495028
243,0.4551812606731443
244,0.46956287029710286
245,0.35608053975091025
246,0.3904576382054801
247,0.39805188487083226
248,0.27761630572569995
249,0.35965049760241097
250,0.3879348319844329
251,0.4570743137872523
252,0.54029996243031
253,0.5237210021745462
254,0.3509907409763729
255,0.5595784297691769
256,0.3186018682474402
257,0.47180128558336853
