Dataset,DimReduction,PredictionMethod,AUCROC,AP,Recall,Precision,F1
naiveB_1900_memoryB_814,LinearSCVI_10,Logistic,0.9748849088322773,0.9336716127159413,0.9631449631449631,0.9344457687723481,0.9485783424077434
naiveB_1900_memoryB_814,LinearSCVI_10,SVM,0.9753691969481443,0.9351631990844027,0.9606879606879607,0.932061978545888,0.9461584996975198
naiveB_1900_memoryB_814,LinearSCVI_25,Logistic,0.97370619423251,0.9327734404491431,0.9606879606879607,0.929845422116528,0.9450151057401813
naiveB_1900_memoryB_814,LinearSCVI_25,SVM,0.975210138368033,0.936097414019743,0.9656019656019657,0.9346016646848989,0.9498489425981874
naiveB_1900_memoryB_814,LinearSCVI_50,Logistic,0.971131514289409,0.9270097634500091,0.9594594594594594,0.9297619047619048,0.9443772672309553
naiveB_1900_memoryB_814,LinearSCVI_50,SVM,0.9719057933531616,0.9278112009942343,0.9594594594594594,0.930870083432658,0.9449485783424078
naiveB_1900_memoryB_814,PCA,Logistic,0.9728637010215957,0.9357889894085465,0.9545454545454546,0.9372738238841978,0.9458307973219721
naiveB_1900_memoryB_814,PCA,Mixscape,0.7671615155825682,0.439189619340556,1.0,0.599852616064849,0.749884845693229
naiveB_1900_memoryB_814,PCA,SVM,0.9734844174317858,0.9346775515910952,0.952088452088452,0.9382566585956417,0.9451219512195121
naiveB_1900_memoryB_814,SCVI_10,Logistic,0.9654403207034785,0.9197867888316885,0.952088452088452,0.9160756501182034,0.9337349397590362
naiveB_1900_memoryB_814,SCVI_10,SVM,0.9659220225009699,0.9192212372972571,0.9594594594594594,0.911318553092182,0.9347695990424895
naiveB_1900_memoryB_814,SCVI_25,Logistic,0.9661360403465665,0.918943567049437,0.941031941031941,0.9086595492289442,0.9245624622812311
naiveB_1900_memoryB_814,SCVI_25,SVM,0.9663177292124661,0.917426900436491,0.9459459459459459,0.9177592371871275,0.9316394434361766
naiveB_1900_memoryB_814,SCVI_50,Logistic,0.9685283848441741,0.9257591503658285,0.9594594594594594,0.9231678486997635,0.9409638554216867
naiveB_1900_memoryB_814,SCVI_50,SVM,0.9687630932367773,0.9245463449517501,0.9631449631449631,0.9256198347107438,0.9440096327513546
