Dataset,DimReduction,PredictionMethod,AUCROC,AP,Recall,Precision,F1
naiveB_1900_memoryB_100,LinearSCVI_10,Logistic,0.9644684210526315,0.6138090911404365,0.96,0.3870967741935484,0.5517241379310344
naiveB_1900_memoryB_100,LinearSCVI_10,SVM,0.9548368421052631,0.5714527547037719,0.96,0.33217993079584773,0.493573264781491
naiveB_1900_memoryB_100,LinearSCVI_25,Logistic,0.9541526315789474,0.595797888730216,0.96,0.3287671232876712,0.4897959183673469
naiveB_1900_memoryB_100,LinearSCVI_25,SVM,0.937678947368421,0.5224184659729646,0.96,0.28402366863905326,0.4383561643835616
naiveB_1900_memoryB_100,LinearSCVI_50,Logistic,0.9330578947368421,0.5607428824353295,0.94,0.2678062678062678,0.41685144124168516
naiveB_1900_memoryB_100,LinearSCVI_50,SVM,0.9062473684210526,0.42303357970017524,0.95,0.21739130434782608,0.35381750465549344
naiveB_1900_memoryB_100,PCA,Logistic,0.9508578947368421,0.6070211183488627,0.97,0.28034682080924855,0.43497757847533636
naiveB_1900_memoryB_100,PCA,Mixscape,0.5,0.05,1.0,0.1,0.18181818181818182
naiveB_1900_memoryB_100,PCA,SVM,0.9235342105263158,0.5213810457181766,0.96,0.2704225352112676,0.4219780219780219
naiveB_1900_memoryB_100,SCVI_10,Logistic,0.9118421052631579,0.45820166618819363,0.89,0.2656716417910448,0.4091954022988506
naiveB_1900_memoryB_100,SCVI_10,SVM,0.8965526315789474,0.46215224233188856,0.91,0.21980676328502416,0.3540856031128405
naiveB_1900_memoryB_100,SCVI_25,Logistic,0.8835736842105264,0.3637744749035726,0.87,0.22422680412371135,0.35655737704918034
naiveB_1900_memoryB_100,SCVI_25,SVM,0.8708210526315789,0.31828770909460746,0.88,0.2216624685138539,0.3541247484909457
naiveB_1900_memoryB_100,SCVI_50,Logistic,0.8882894736842106,0.4004024812244368,0.9,0.20833333333333334,0.3383458646616541
naiveB_1900_memoryB_100,SCVI_50,SVM,0.8670526315789474,0.3474661689597025,0.87,0.19683257918552036,0.3210332103321033
