Dataset,DimReduction,PredictionMethod,AUCROC,AP,Recall,Precision,F1
naiveB_1900_memoryB_49,LinearSCVI_10,Logistic,0.955359828141783,0.40891134392423234,1.0,0.12661498708010335,0.22477064220183485
naiveB_1900_memoryB_49,LinearSCVI_10,SVM,0.9319978517722878,0.3100967046205682,1.0,0.08551483420593368,0.157556270096463
naiveB_1900_memoryB_49,LinearSCVI_25,Logistic,0.9038882921589688,0.29769168113155803,0.8775510204081632,0.1246376811594203,0.21827411167512692
naiveB_1900_memoryB_49,LinearSCVI_25,SVM,0.8799624060150376,0.26158105507958346,0.8979591836734694,0.11578947368421053,0.20512820512820512
naiveB_1900_memoryB_49,LinearSCVI_50,Logistic,0.858968850698174,0.22148527054312395,0.9387755102040817,0.10043668122270742,0.1814595660749507
naiveB_1900_memoryB_49,LinearSCVI_50,SVM,0.8324704618689581,0.19956759055789447,0.9591836734693877,0.06901615271659324,0.12876712328767123
naiveB_1900_memoryB_49,PCA,Logistic,0.9076691729323308,0.21271764184345682,0.9387755102040817,0.10244988864142539,0.18473895582329317
naiveB_1900_memoryB_49,PCA,Mixscape,0.5,0.025141097998973832,1.0,0.050308008213552365,0.09579667644183774
naiveB_1900_memoryB_49,PCA,SVM,0.8765306122448979,0.16454332818099757,0.9183673469387755,0.11166253101736973,0.19911504424778764
naiveB_1900_memoryB_49,SCVI_10,Logistic,0.7946616541353383,0.12263112460753628,0.8367346938775511,0.08855291576673865,0.16015624999999997
naiveB_1900_memoryB_49,SCVI_10,SVM,0.7594092373791622,0.11816988378860084,0.7142857142857143,0.08974358974358974,0.15945330296127563
naiveB_1900_memoryB_49,SCVI_25,Logistic,0.8720730397422126,0.26216630608615227,0.9183673469387755,0.09018036072144289,0.16423357664233576
naiveB_1900_memoryB_49,SCVI_25,SVM,0.8585714285714284,0.21021153360148187,0.9591836734693877,0.07088989441930618,0.13202247191011238
naiveB_1900_memoryB_49,SCVI_50,Logistic,0.8557035445757251,0.1334119987206406,0.9183673469387755,0.09868421052631579,0.17821782178217824
naiveB_1900_memoryB_49,SCVI_50,SVM,0.8528356605800215,0.11587851250597342,0.8775510204081632,0.11197916666666667,0.19861431870669746
