Dataset,DimReduction,PredictionMethod,AUCROC,AP,Recall,Precision,F1
naiveB_1900_memoryB_403,LinearSCVI_10,Logistic,0.9698707065430325,0.8613703415613337,0.9627791563275434,0.8362068965517241,0.895040369088812
naiveB_1900_memoryB_403,LinearSCVI_10,SVM,0.971409168081494,0.8649977968979109,0.9602977667493796,0.8449781659388647,0.8989547038327526
naiveB_1900_memoryB_403,LinearSCVI_25,Logistic,0.9727869922946323,0.870540406585341,0.9652605459057072,0.8259023354564756,0.8901601830663617
naiveB_1900_memoryB_403,LinearSCVI_25,SVM,0.9736319707457228,0.8691730971884786,0.967741935483871,0.826271186440678,0.8914285714285715
naiveB_1900_memoryB_403,LinearSCVI_50,Logistic,0.9681441817944365,0.8635118355267535,0.9578163771712159,0.7782258064516129,0.8587319243604005
naiveB_1900_memoryB_403,LinearSCVI_50,SVM,0.9709612119629097,0.8644738525323082,0.9627791563275434,0.8100208768267223,0.8798185941043084
naiveB_1900_memoryB_403,PCA,Logistic,0.9695024160898524,0.866519815794379,0.9404466501240695,0.8221258134490239,0.8773148148148149
naiveB_1900_memoryB_403,PCA,Mixscape,0.6801201514953636,0.22558721173537205,1.0,0.3501303214596003,0.5186615186615187
naiveB_1900_memoryB_403,PCA,SVM,0.9712700796656654,0.8640503598886136,0.9330024813895782,0.8281938325991189,0.8774795799299884
naiveB_1900_memoryB_403,SCVI_10,Logistic,0.9513739062295938,0.8198134608732598,0.9528535980148883,0.7177570093457943,0.8187633262260129
naiveB_1900_memoryB_403,SCVI_10,SVM,0.9544612772626354,0.8301544074473207,0.9652605459057072,0.7177121771217713,0.8232804232804233
naiveB_1900_memoryB_403,SCVI_25,Logistic,0.9549680031343868,0.8113912788646229,0.9429280397022333,0.7615230460921844,0.8425720620842573
naiveB_1900_memoryB_403,SCVI_25,SVM,0.9563654172652475,0.8114275251961883,0.9454094292803971,0.7759674134419552,0.8523489932885907
naiveB_1900_memoryB_403,SCVI_50,Logistic,0.9531500587697531,0.8145204421803621,0.9379652605459057,0.722753346080306,0.816414686825054
naiveB_1900_memoryB_403,SCVI_50,SVM,0.9540681729136737,0.8095034055176686,0.9503722084367245,0.724007561436673,0.8218884120171674
