,p_hat
0,0.22185036806738465
1,0.3233665580695429
2,0.14367464907664265
3,0.1994342652968927
4,0.4762730744353561
5,0.37105195894143567
6,0.8693159403039884
7,0.3948512147070061
8,0.21966375465924107
9,0.5708388968971085
10,0.5417500304474531
11,0.2835682679987085
12,0.35174095031992214
13,0.3977003503908041
14,0.30294478489896354
15,0.6535836720832856
16,0.19804612884744005
17,0.27131160550391786
18,0.21426110261487746
19,0.4009392947438856
20,0.25483330626869377
21,0.6029763155929491
22,0.3843380466514763
23,0.3787858938132401
24,0.19117171933998953
25,0.5963857525210486
26,0.3521376961137973
27,0.2631970959176992
28,0.9137475592161866
29,0.46009643277100587
30,0.4158140870807324
31,0.5032210539496338
32,0.5978018126766117
33,0.6184884011905616
34,0.32607972741743696
35,0.6102014764428372
36,0.37685572661483774
37,0.2916181166731468
38,0.25948566016706587
39,0.33046440817819434
40,0.2980534553774232
41,0.34989247614935376
42,0.3578023806068794
43,0.2926942755777938
44,0.5861180854597031
45,0.5997607324274065
46,0.3156839550055511
47,0.2524704190924405
48,0.31050924986937317
49,0.3871015272144047
50,0.420750699583984
51,0.503612364234853
52,0.26432366913145344
53,0.17082539155666407
54,0.2124072386841498
55,0.2434013134350077
56,0.2383475249237323
57,0.5261235066579205
58,0.6694183461897121
59,0.37664535999014476
60,0.48251240802554585
61,0.793580670451078
62,0.2966297366284835
63,0.39849435933194505
64,0.25260825221547323
65,0.316357338287041
66,0.20980513074573487
67,0.3219706646196443
68,0.45228009715802403
69,0.09558434790983705
70,0.21794993495382192
71,0.5777763585007
72,0.4913755771246959
73,0.2585928581718117
74,0.1710929524818355
75,0.10965312563504453
76,0.20263470045659487
77,0.5582394599674219
78,0.2964580635334754
79,0.2520415765863354
80,0.2935785528968212
81,0.4386128145998294
82,0.8192457793127733
83,0.27532930635894165
84,0.7163426445109339
85,0.4414995476358005
86,0.3347471956829949
87,0.27000648186699966
88,0.3991500205983082
89,0.46763175578150395
90,0.43376158600119585
91,0.38887515581698423
92,0.39618148073407616
93,0.11502201608798884
94,0.34548163327198145
95,0.6448788692042543
96,0.24665878905031663
97,0.22856440199670508
98,0.6694405661889768
99,0.38518403409283153
100,0.277861224068311
101,0.4934768065667454
