Dataset,True labels,DimReduction,PredictionMethod,Approach,Precision,Recall,FDR,F1
naiveB_1900_memoryB_475,Naive B/Memory B,NA,NA,sample,1.0,0.2300469483568075,0.0,0.37404580152671757
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_10,Logistic,LinearSCVI_10_Logistic,0.9,0.9295774647887324,0.1,0.9145496535796767
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_10,SVM,LinearSCVI_10_SVM,0.9389671361502347,0.9389671361502347,0.06103286384976526,0.9389671361502347
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_25,Logistic,LinearSCVI_25_Logistic,0.8888888888888888,0.9389671361502347,0.1111111111111111,0.91324200913242
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_25,SVM,LinearSCVI_25_SVM,0.8782608695652174,0.9483568075117371,0.12173913043478261,0.9119638826185101
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_50,Logistic,LinearSCVI_50_Logistic,0.8844444444444445,0.9342723004694836,0.11555555555555555,0.9086757990867581
naiveB_1900_memoryB_475,Naive B/Memory B,LinearSCVI_50,SVM,LinearSCVI_50_SVM,0.8553191489361702,0.9436619718309859,0.14468085106382977,0.8973214285714285
naiveB_1900_memoryB_475,Naive B/Memory B,PCA,Logistic,PCA_Logistic,0.8854625550660793,0.9436619718309859,0.1145374449339207,0.9136363636363636
naiveB_1900_memoryB_475,Naive B/Memory B,PCA,Mixscape,PCA_Mixscape,1.0,0.2300469483568075,0.0,0.37404580152671757
naiveB_1900_memoryB_475,Naive B/Memory B,PCA,SVM,PCA_SVM,0.8839285714285714,0.9295774647887324,0.11607142857142858,0.9061784897025171
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_10,Logistic,SCVI_10_Logistic,0.8521739130434782,0.92018779342723,0.14782608695652175,0.8848758465011287
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_10,SVM,SCVI_10_SVM,0.8614718614718615,0.9342723004694836,0.13852813852813853,0.8963963963963965
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_25,Logistic,SCVI_25_Logistic,0.9086538461538461,0.8873239436619719,0.09134615384615384,0.8978622327790974
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_25,SVM,SCVI_25_SVM,0.9182692307692307,0.8967136150234741,0.08173076923076923,0.9073634204275534
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_50,Logistic,SCVI_50_Logistic,0.8986175115207373,0.9154929577464789,0.10138248847926268,0.9069767441860466
naiveB_1900_memoryB_475,Naive B/Memory B,SCVI_50,SVM,SCVI_50_SVM,0.8828828828828829,0.92018779342723,0.11711711711711711,0.9011494252873563
