,p_hat
0,0.31863645111155803
1,0.4909098746071222
2,0.15648892167351605
3,0.30639147519651794
4,0.5050130203708025
5,0.4168136628205748
6,0.8001808391970208
7,0.41610230647315427
8,0.33767888090553483
9,0.5819913429546207
10,0.5264329130686812
11,0.3009208027869468
12,0.34103237651248647
13,0.41296304429694963
14,0.35000967753813517
15,0.6813883424246994
16,0.32493850684664277
17,0.3530984702056274
18,0.329099937966697
19,0.39838009226370713
20,0.37403536268365667
21,0.7087792188046017
22,0.46452092063946465
23,0.4309164146414463
24,0.2504633084826673
25,0.5903059124066242
26,0.4305823253486656
27,0.4231468995546247
28,0.878747585607971
29,0.5517206922576466
30,0.5155773051642278
31,0.47633626575296545
32,0.6943024076163691
33,0.7220426694294294
34,0.4243766686108905
35,0.6395874876089483
36,0.38607176623670136
37,0.3113296517809809
38,0.47397629796038915
39,0.36084546563773645
40,0.37298313885337814
41,0.4387751203633065
42,0.4088767379895601
43,0.44133549537973077
44,0.6214438602594083
45,0.6588330868548352
46,0.4003432935613195
47,0.3442534873501581
48,0.2957665072089029
49,0.3163227500532221
50,0.4437153451752906
51,0.4950944786665665
52,0.4148835202031735
53,0.22503659783942342
54,0.3071390068340445
55,0.34237413594009775
56,0.29446674395948597
57,0.654170074800707
58,0.7309926793631333
59,0.42432544003041994
60,0.5361536500176902
61,0.8032176258713459
62,0.32563897746339426
63,0.5683940081686282
64,0.37443612785673885
65,0.3555553131084067
66,0.2775973868978179
67,0.35186097621884854
68,0.5391449954133494
69,0.1888741203731335
70,0.2736027910274562
71,0.613737062712202
72,0.550074176255727
73,0.30626301931899086
74,0.2861847435689435
75,0.25982746410281676
76,0.3119994979116909
77,0.41332763326914357
78,0.45729780652998236
79,0.3169196752595024
80,0.30688157066525457
81,0.43712902092112194
82,0.767384445223039
83,0.36837283981627944
84,0.8096380260940734
85,0.495908773695376
86,0.510610774098781
87,0.33254682475407843
88,0.4821887560422744
89,0.44570300409968816
90,0.46636310872581194
91,0.4091547443753453
92,0.4283412712718231
93,0.2820620030203133
94,0.46033435204785017
95,0.6408455524763883
96,0.3688599981637973
97,0.47830902025284533
98,0.6813219289453786
99,0.38694490782678725
100,0.358083032922664
101,0.40837982841327947
102,0.23321038816306902
103,0.6676172706974877
104,0.49783618475317537
105,0.4794032291195819
106,0.5021693863700639
107,0.28899018675193416
108,0.39197122834056825
109,0.6372675930943279
110,0.5224213849825803
111,0.2963814240843746
112,0.4080860942501618
113,0.5544037860328865
114,0.2927600199742224
115,0.39305442515482436
116,0.35529757903252807
117,0.9654715815230165
118,0.27689584096873515
119,0.3350380058483054
120,0.4062251892505749
121,0.35336253480673047
