,p_hat
0,0.03336159098387279
1,0.19093794349627258
2,0.06976839072468297
3,0.13610089234340644
4,0.2924991681211806
5,0.2383319136682471
6,0.9057628000101113
7,0.12386127109287765
8,0.1267198088928553
9,0.2932472341712616
10,0.38318351198321815
11,0.1833589158297753
12,0.19785293819551972
13,0.2274116571117766
14,0.19236061867172455
15,0.5026571165126354
16,0.08213431770874029
17,0.18498571060042854
18,0.10603305346836694
19,0.22564232456282593
20,0.16674991891531352
21,0.6321488599639538
22,0.22283690538692782
23,0.21494673524629346
24,0.10251475546384985
25,0.700759748726776
26,0.2234156952628068
27,0.11223856113927115
28,0.9477502210804142
29,0.24430666020751593
30,0.3080761693500619
31,0.2643025248912867
32,0.5490394782895988
33,0.6967338622972504
34,0.1379951079906416
35,0.6236282676177383
36,0.26556960337395485
37,0.16450043090504796
38,0.16957980191078992
39,0.13088947078003305
40,0.17224988788037204
41,0.1991656522649101
42,0.15245652694571296
43,0.1975049414463563
44,0.5606591839052358
45,0.5647728864534228
46,0.2466006662279775
47,0.1667077444562824
48,0.14683995071557393
49,0.2896401460048493
50,0.24431653829587718
51,0.3486217289733225
52,0.16040421776465957
53,0.07157926650021101
54,0.08876506313277353
55,0.05339765776370223
56,0.14398682111154285
57,0.36640777065506225
58,0.731747224249997
59,0.20583746539023715
60,0.30407319259307614
61,0.573138334890767
62,0.1024775611813276
63,0.3225657954446337
64,0.18955060995764517
65,0.28639325438558116
66,0.049259834976524475
67,0.12782049327622666
68,0.2696778612512851
69,0.04060580895036747
70,0.1462567387636872
71,0.5147912490109301
72,0.4013481715560876
73,0.0732391395919133
74,0.09271195924398486
75,0.05055942535854843
76,0.0733737187152478
77,0.5710068304115088
78,0.18488879898758934
79,0.07612170580685701
80,0.12259642028612809
81,0.29363732465339976
82,0.8593548770265114
83,0.17271850958484858
84,0.7544699567687111
85,0.2782842866182735
86,0.2333783809157426
87,0.21984303459741525
88,0.2308403710002367
89,0.2243222041379535
90,0.25843739557441286
91,0.24625522460004642
92,0.2251468041815185
93,0.08977275034171835
94,0.169784808020017
95,0.4741488173963167
96,0.17383849475383473
97,0.11996457436726934
98,0.5703781603082821
99,0.14581038944924804
100,0.2548702123496038
101,0.2256682490033394
102,0.08590893991165327
103,0.7819182556906166
104,0.299859272906848
105,0.3224339742873265
106,0.08785847969538725
107,0.19896850246752676
108,0.1954467195117302
109,0.6164810723736422
110,0.20528149229491907
111,0.09139755404453873
112,0.1379201940221247
113,0.40274637703407146
114,0.07035831108336578
115,0.08598456215025548
116,0.12078224288855909
117,0.9890209978671788
118,0.06313736859238984
119,0.1141751980476633
120,0.22684779866734578
121,0.14243341838475543
122,0.27762331712024607
123,0.15426599467388963
124,0.09006689921813191
125,0.23311537934859572
126,0.11325645404081412
127,0.07311262698112694
128,0.24600328633007013
129,0.08741431741323417
130,0.22638795948189516
131,0.19146743183177434
132,0.10743047067670228
133,0.08804268304752891
134,0.1535279649072986
135,0.10194623702745145
136,0.3036869236817285
137,0.15033665540960678
138,0.7035295274894163
139,0.05772921913540041
140,0.34592379508851234
141,0.45187155054895445
142,0.25739010212750035
143,0.1354152744080263
144,0.1729104685449791
145,0.17812725403931273
146,0.05281375325465769
147,0.33312751732013185
148,0.4970170783533435
149,0.22673139957168642
150,0.06076887336229316
151,0.10987939157028631
152,0.2527368213601505
153,0.1217695173785554
154,0.5401721276965189
155,0.110176477277468
156,0.3400336102841607
157,0.34171153331103415
158,0.2712883107391718
159,0.07988991368903636
160,0.09588597877642221
161,0.5430744210130726
162,0.1016083381148831
163,0.26436746265447414
164,0.19728842238477323
165,0.18345732656107833
166,0.13415856497075393
167,0.1648597984139081
168,0.10677846720061165
169,0.4935025642117572
